Symbol,Date,Open,High,Low,Close,Volume
"MSFT","2025-08-15 08:00:00","523.9","523.9","523.9","523.9","0"
"MSFT","2025-08-15 08:02:00","524.24","524.34","524.24","524.34","0"
"MSFT","2025-08-15 08:04:00","524.24","524.31","524.2","524.22","0"
"MSFT","2025-08-15 08:08:00","524.2","524.26","524.19","524.26","0"
"MSFT","2025-08-15 08:10:00","524.28","524.28","524.28","524.28","0"
"MSFT","2025-08-15 08:12:00","524.28","524.28","524.28","524.28","0"
"MSFT","2025-08-15 08:14:00","524.3","524.31","524.3","524.31","0"
"MSFT","2025-08-15 08:16:00","524.3","524.3","524.21","524.21","0"
"MSFT","2025-08-15 08:18:00","524.3","524.3","524.3","524.3","0"
"MSFT","2025-08-15 08:20:00","524.3","524.3","524.17","524.19","0"
"MSFT","2025-08-15 08:26:00","524.18","524.19","524.18","524.19","0"
"MSFT","2025-08-15 08:28:00","524.22","524.4","524.22","524.38","0"
"MSFT","2025-08-15 08:30:00","524.38","524.38","524.21","524.21","0"
"MSFT","2025-08-15 08:32:00","524.2","524.21","524.15","524.15","0"
"MSFT","2025-08-15 08:34:00","524.12","524.12","524.12","524.12","0"
"MSFT","2025-08-15 08:36:00","524.09","524.09","524","524","0"
"MSFT","2025-08-15 08:38:00","523.9","523.9","523.33","523.5","0"
"MSFT","2025-08-15 08:42:00","523.5","523.5","523.5","523.5","0"
"MSFT","2025-08-15 08:46:00","523.35","523.35","523.05","523.05","0"
"MSFT","2025-08-15 08:48:00","523.05","523.2","522.5","522.86","0"
"MSFT","2025-08-15 08:50:00","522.81","523.46","522.81","523.39","0"
"MSFT","2025-08-15 08:52:00","523.25","523.38","523.23","523.23","0"
"MSFT","2025-08-15 08:54:00","523.41","523.5","523.41","523.5","0"
"MSFT","2025-08-15 08:56:00","523.5","523.5","523.5","523.5","0"
"MSFT","2025-08-15 08:58:00","523.39","523.48","523.39","523.47","0"
"MSFT","2025-08-15 09:06:00","523.56","523.77","523.56","523.77","0"
"MSFT","2025-08-15 09:08:00","523.49","523.49","523.47","523.47","0"
"MSFT","2025-08-15 09:10:00","523.48","523.48","523.48","523.48","0"
"MSFT","2025-08-15 09:14:00","523.57","523.57","523.57","523.57","0"
"MSFT","2025-08-15 09:16:00","523.47","523.5","523.47","523.5","0"
"MSFT","2025-08-15 09:18:00","523.42","523.42","523.42","523.42","0"
"MSFT","2025-08-15 09:20:00","523.42","523.42","523.4","523.4","0"
"MSFT","2025-08-15 09:22:00","523.44","523.45","523.44","523.45","0"
"MSFT","2025-08-15 09:26:00","523.51","523.51","523.51","523.51","0"
"MSFT","2025-08-15 09:30:00","523.51","523.51","523.51","523.51","0"
"MSFT","2025-08-15 09:42:00","523.51","523.51","523.51","523.51","0"
"MSFT","2025-08-15 09:48:00","523.57","523.57","523.57","523.57","0"
"MSFT","2025-08-15 09:52:00","523.6","523.6","523.57","523.57","0"
"MSFT","2025-08-15 09:56:00","523.57","523.57","523.49","523.49","0"
"MSFT","2025-08-15 09:58:00","523.49","523.49","523.4","523.4","0"
"MSFT","2025-08-15 10:00:00","523.22","523.22","523.22","523.22","0"
"MSFT","2025-08-15 10:02:00","523.63","523.65","523.63","523.65","0"
"MSFT","2025-08-15 10:04:00","523.6","523.6","523.6","523.6","0"
"MSFT","2025-08-15 10:06:00","523.3","523.3","523.3","523.3","0"
"MSFT","2025-08-15 10:12:00","523.61","523.64","523.61","523.64","0"
"MSFT","2025-08-15 10:14:00","523.54","523.54","523.54","523.54","0"
"MSFT","2025-08-15 10:26:00","523.56","523.56","523.56","523.56","0"
"MSFT","2025-08-15 10:34:00","523.7","523.7","523.7","523.7","0"
"MSFT","2025-08-15 10:36:00","523.68","523.68","523.68","523.68","0"
"MSFT","2025-08-15 10:42:00","523.8","523.8","523.68","523.68","0"
"MSFT","2025-08-15 10:44:00","523.44","523.44","523.3","523.41","0"
"MSFT","2025-08-15 10:46:00","523.41","523.41","523.41","523.41","0"
"MSFT","2025-08-15 10:48:00","523.22","523.22","523.22","523.22","0"
"MSFT","2025-08-15 10:52:00","523.46","523.46","523.46","523.46","0"
"MSFT","2025-08-15 10:54:00","523.65","523.65","523.53","523.53","0"
"MSFT","2025-08-15 10:56:00","523.6","523.8","523.6","523.62","0"
"MSFT","2025-08-15 10:58:00","523.39","523.58","523.38","523.58","0"
"MSFT","2025-08-15 11:00:00","523.55","523.55","523.52","523.52","0"
"MSFT","2025-08-15 11:02:00","523.56","523.62","523.47","523.47","0"
"MSFT","2025-08-15 11:06:00","523.35","523.35","523.35","523.35","0"
"MSFT","2025-08-15 11:08:00","523.4","523.46","523.33","523.33","0"
"MSFT","2025-08-15 11:10:00","523.3","523.4","523.3","523.4","0"
"MSFT","2025-08-15 11:12:00","523.36","523.39","523.3","523.39","0"
"MSFT","2025-08-15 11:14:00","523.25","523.25","523.25","523.25","0"
"MSFT","2025-08-15 11:16:00","523.25","523.25","523.25","523.25","0"
"MSFT","2025-08-15 11:18:00","523.3","523.35","523.2","523.2","0"
"MSFT","2025-08-15 11:20:00","523.28","523.28","523.28","523.28","0"
"MSFT","2025-08-15 11:22:00","523.26","523.28","523.08","523.08","0"
"MSFT","2025-08-15 11:24:00","523.31","523.39","523.31","523.34","0"
"MSFT","2025-08-15 11:26:00","523.39","523.39","523.19","523.3","0"
"MSFT","2025-08-15 11:28:00","523.27","523.27","523.27","523.27","0"
"MSFT","2025-08-15 11:30:00","523.2","523.24","523.2","523.24","0"
"MSFT","2025-08-15 11:32:00","523.23","523.31","523.23","523.31","0"
"MSFT","2025-08-15 11:38:00","523.39","523.39","523.39","523.39","0"
"MSFT","2025-08-15 11:40:00","523.39","523.47","523.36","523.47","0"
"MSFT","2025-08-15 11:44:00","523.47","523.47","523.47","523.47","0"
"MSFT","2025-08-15 11:46:00","523.41","523.43","523.4","523.43","0"
"MSFT","2025-08-15 11:48:00","523.55","523.62","523.55","523.58","0"
"MSFT","2025-08-15 11:50:00","523.72","523.83","523.72","523.83","0"
"MSFT","2025-08-15 11:52:00","523.85","523.85","523.81","523.81","0"
"MSFT","2025-08-15 11:54:00","523.82","523.82","523.78","523.78","0"
